bin,enhancer_chrom,enhancer_distance_to_promoter,enhancer_end,enhancer_name,enhancer_start,label,promoter_chrom,promoter_end,promoter_name,promoter_start,window_end,window_start,window_chrom,window_name,interactions_in_window,active_promoters_in_window,CTCF (enhancer),DNase-seq (enhancer),EZH2 (enhancer),FAIRE-seq (enhancer),FOS (enhancer),GATA2 (enhancer),H2AZ (enhancer),H3K27ac (enhancer),H3K27me3 (enhancer),H3K36me3 (enhancer),H3K4me1 (enhancer),H3K4me2 (enhancer),H3K4me3 (enhancer),H3K79me2 (enhancer),H3K9ac (enhancer),H3K9me1 (enhancer),H3K9me3 (enhancer),H4K20me1 (enhancer),JUN (enhancer),MAX (enhancer),MYC (enhancer),POLR2A (enhancer),CAGE (enhancer),CTCF (promoter),DNase-seq (promoter),EZH2 (promoter),FAIRE-seq (promoter),FOS (promoter),GATA2 (promoter),H2AZ (promoter),H3K27ac (promoter),H3K27me3 (promoter),H3K36me3 (promoter),H3K4me1 (promoter),H3K4me2 (promoter),H3K4me3 (promoter),H3K79me2 (promoter),H3K9ac (promoter),H3K9me1 (promoter),H3K9me3 (promoter),H4K20me1 (promoter),JUN (promoter),MAX (promoter),MYC (promoter),POLR2A (promoter),CAGE (promoter),CTCF (window),DNase-seq (window),EZH2 (window),FAIRE-seq (window),FOS (window),GATA2 (window),H2AZ (window),H3K27ac (window),H3K27me3 (window),H3K36me3 (window),H3K4me1 (window),H3K4me2 (window),H3K4me3 (window),H3K79me2 (window),H3K9ac (window),H3K9me1 (window),H3K9me3 (window),H4K20me1 (window),JUN (window),MAX (window),MYC (window),POLR2A (window),CAGE (window)
"[33835, 131310.8]",chr1,122493,26363000,HUVEC|chr1:26362769-26363000,26362769,1,chr1,26485791,HUVEC|chr1:26485495-26485791,26485495,26485494,26363001,chr1,HUVEC|chr1:26363001-26485494,2,1,0.0,0.0,0.0,0.00013722943722943722,0.10257579309074373,0.0,0.02799341991341992,0.0,0.0,0.0,0.03777160173160173,0.05540329004329004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1858108108108108,0.0,7.364864864864865e-05,0.0,0.0,0.0071964189189189206,0.00805668918918919,0.0,0.0,0.020563175675675678,0.025533074324324324,0.031992094594594594,0.0,0.017168885135135138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038192567567567566,0.002264080648424677,0.006931008302515246,0.0012716297833856572,3.945531581396488e-06,0.0022806683124979867,0.0018141012041165896,0.0007046676952968742,0.0003318893324516503,0.0010083032499816316,0.00013618810870825272,0.0005835751430693999,0.0006494211914150196,0.0002670267688765888,5.063146465512315e-05,0.00020011739446335712,5.443315128211408e-05,0.0,0.0,0.0003150320959256496,0.00023464979545266424,0.0,0.0,0.0009675449209342573
"(131310.8, 218794.8]",chr1,133233,26363000,HUVEC|chr1:26362769-26363000,26362769,1,chr1,26496990,HUVEC|chr1:26496235-26496990,26496235,26496234,26363001,chr1,HUVEC|chr1:26363001-26496234,4,2,0.0,0.0,0.0,0.00013722943722943722,0.10257579309074373,0.0,0.02799341991341992,0.0,0.0,0.0,0.03777160173160173,0.05540329004329004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2941932213064966,0.4052980132450331,0.0,6.622516556291391e-05,0.04036446554419073,0.0,0.019166940397350993,0.01225066225165563,0.0,0.0,0.0,0.013115231788079471,0.02011225165562914,0.0,0.02500128476821192,0.0,0.0,0.0,0.10206813118622768,0.064250442597129,0.04847168802312025,0.0,0.020973509933774833,0.005241262258712864,0.008751585568140026,0.0011691228678800244,4.226430388867623e-06,0.002325558045594409,0.0016678653096143853,0.0008807545427934521,0.00030513551447464214,0.0009270232600031524,0.00012520989544632336,0.000669557542050393,0.0007357349155239317,0.00037330601277461286,4.65500288967448e-05,0.0002673289650461973,5.004525905744072e-05,0.0,0.0,0.0008680331867617069,0.00021573452068468924,0.0,0.0,0.0012483618923239737
"[33835, 131310.8]",chr1,122458,26363035,HUVEC|chr1:26363000-26363035,26363000,1,chr1,26485791,HUVEC|chr1:26485495-26485791,26485495,26485494,26363036,chr1,HUVEC|chr1:26363036-26485494,1,1,0.0,0.0,0.0,0.0,0.6770002343989087,0.0,0.18475657142857146,0.0,0.0,0.0,0.24929257142857142,0.36566171428571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1858108108108108,0.0,7.364864864864865e-05,0.0,0.0,0.0071964189189189206,0.00805668918918919,0.0,0.0,0.020563175675675678,0.025533074324324324,0.031992094594594594,0.0,0.017168885135135138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038192567567567566,0.002264727750473501,0.006932989269790459,0.0012719932307914492,3.946659262767643e-06,0.002281320155504874,0.0018146196965151595,0.0007048690979764491,0.00033198419049796664,0.0010085914354309234,0.0001362270329419066,0.0005837419360107138,0.0006496068039654412,0.00026710308840582073,5.0645935749399794e-05,0.00020017459047183526,5.444870894510771e-05,0.0,0.0,0.00031512213596678534,0.00023471686124535107,0.0,0.0,0.0009678214571526562
"(131310.8, 218794.8]",chr1,133198,26363035,HUVEC|chr1:26363000-26363035,26363000,1,chr1,26496990,HUVEC|chr1:26496235-26496990,26496235,26496234,26363036,chr1,HUVEC|chr1:26363036-26496234,2,2,0.0,0.0,0.0,0.0,0.6770002343989087,0.0,0.18475657142857146,0.0,0.0,0.0,0.24929257142857142,0.36566171428571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2941932213064966,0.4052980132450331,0.0,6.622516556291391e-05,0.04036446554419073,0.0,0.019166940397350993,0.01225066225165563,0.0,0.0,0.0,0.013115231788079471,0.02011225165562914,0.0,0.02500128476821192,0.0,0.0,0.0,0.10206813118622768,0.064250442597129,0.04847168802312025,0.0,0.020973509933774833,0.005242639487943445,0.008753885193471374,0.0011694300744475089,4.22754095406838e-06,0.002326169124826798,0.0016683035690915283,0.000880985975765402,0.00030521569392933826,0.0009272668508536165,0.00012524279643838496,0.0006697334794816739,0.0007359282421657982,0.0003734041051667442,4.656226069460502e-05,0.0002673992101983513,5.0058409285424705e-05,0.0,0.0,0.0008682612769848083,0.00021579120853453657,0.0,0.0,0.0012486899202690728
"[33835, 131310.8]",chr1,67362,27931200,HUVEC|chr1:27930800-27931200,27930800,1,chr1,27999297,HUVEC|chr1:27998564-27999297,27998564,27998563,27931201,chr1,HUVEC|chr1:27931201-27998563,1,0,0.0,0.0,0.0,4.1e-05,0.0,0.0,0.027128450000000002,0.0,0.0,0.0,0.0,0.01596765,0.049757749999999996,0.0,0.0076456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06646720839356098,0.3506139154160982,0.0,5.552523874488404e-05,0.03464239454152879,0.0,0.03705204638472033,0.01458918144611187,0.0,0.0,0.02460927694406548,0.02497574351978172,0.02571512960436562,0.0,0.02043098226466576,0.0,0.0,0.0,0.0,0.0,0.0,0.08149761729993983,0.014427012278308324,0.011083851701158678,0.010317389626198747,0.0,3.910216442504676e-06,0.0007035798643585242,0.0,0.0014502341082509428,0.00028117261957780356,0.00021276699029126216,0.0,0.0010723195570202786,0.0010637400908524092,0.0008374066981384163,0.0,0.0004923419732193224,0.0,0.0,0.0,0.0002984520924924794,0.0,0.0,0.0008868168029579866,0.0008961423354413471
"(218794.8, 305587.4]",chr1,296431,29210597,HUVEC|chr1:29210139-29210597,29210139,1,chr1,29509028,HUVEC|chr1:29507030-29509028,29507030,29507029,29210598,chr1,HUVEC|chr1:29210598-29507029,2,1,0.0,0.05458515283842795,0.0,0.0,0.0,0.0,0.008813755458515283,0.010974170305676855,0.0,0.0,0.0174717903930131,0.008114279475982533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06307822529328078,0.24624624624624625,0.0,2.172172172172172e-05,0.0,0.0,0.005698733733733734,0.02465472972972973,0.0,0.0,0.0,0.015006156156156157,0.026068398398398397,0.010411276276276277,0.03385360860860861,0.0,0.0,0.0,0.0,0.0,0.010032936962012962,0.038021184238407155,0.011399949949949952,0.0010419487091669307,0.007091026242194642,0.0003125506217330882,2.2075963714996075e-06,0.0008641216051075427,0.000874388327118659,0.00029872796704798085,0.0003636385870573591,5.479349325812752e-05,0.0005181135913585287,0.0003811983227125368,0.00036587512777003754,0.00046120152750555774,0.0005955794434455236,0.000506404896923736,0.00012284275261359302,0.0,0.0002695831407646298,0.0004221239846567167,0.0005044841860341125,0.00031062418718639444,0.0,0.002868365589293978
"(218794.8, 305587.4]",chr1,295428,29211600,HUVEC|chr1:29210755-29211600,29210755,1,chr1,29509028,HUVEC|chr1:29507030-29509028,29507030,29507029,29211601,chr1,HUVEC|chr1:29211601-29507029,1,1,0.0,0.0,0.0,4.757396449704142e-05,0.1511830967041065,0.219546262946187,0.005734248520710059,0.010063609467455622,0.0,0.0,0.01153249704142012,0.0,0.0,0.0,0.0043962366863905325,0.0,0.0,0.0,0.061783614832703906,0.0,0.10896880287792911,0.0,0.002621301775147929,0.06307822529328078,0.24624624624624625,0.0,2.172172172172172e-05,0.0,0.0,0.005698733733733734,0.02465472972972973,0.0,0.0,0.0,0.015006156156156157,0.026068398398398397,0.010411276276276277,0.03385360860860861,0.0,0.0,0.0,0.0,0.0,0.010032936962012962,0.038021184238407155,0.011399949949949952,0.001045486202415013,0.007030477815237554,0.00031361175430548585,2.1697334037396596e-06,0.0008670553621309896,0.0008773569404257932,0.0002696768417347036,0.0003360886578117173,5.497952123698499e-05,0.0005198726254789661,0.0003824925193278904,0.0003671173010005822,0.00046276734094263236,0.0005976014798868084,0.0004955498124754594,0.00012325981288164965,0.0,0.0002704983955481538,0.0004235571269337205,0.000506196947311284,0.00031167877937043914,0.0,0.0028781039034891857
"[33835, 131310.8]",chr1,49293,38275329,HUVEC|chr1:38275200-38275329,38275200,1,chr1,38326176,HUVEC|chr1:38324624-38326176,38324624,38324623,38275330,chr1,HUVEC|chr1:38275330-38324623,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18797511627906976,0.0,0.0,0.06589131782945737,0.08424860465116278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008527131782945736,0.1473544955841295,0.2615979381443299,0.0,3.524484536082474e-05,0.0,0.0,0.012816198453608247,0.01167082474226804,0.0,0.0,0.006686436855670103,0.0165328543814433,0.019991050257731957,0.004468569587628865,0.016656552835051547,0.0,0.0,0.0,0.0,0.0,0.024486376330732345,0.013142256965205346,0.009565077319587629,0.0047004698062408055,0.0013997930740673118,0.0,2.424279309435417e-06,0.0,0.0,0.00014927515062990686,0.0003674582597934798,0.0,0.001847998295904084,0.0004979189742965533,0.00061418659850283,0.0006294222303369647,0.0021245980159454686,0.0005244349096220559,0.0002518891120443065,0.0,0.0005094544864382367,0.0,0.0,0.0,0.0,0.0019245126082810926
"(305587.4, 495816.4]",chr1,404775,44007112,HUVEC|chr1:44006065-44007112,44006065,1,chr1,44413016,HUVEC|chr1:44411889-44413016,44411889,44411888,44007113,chr1,HUVEC|chr1:44007113-44411888,1,1,0.0,0.06781279847182425,0.0,4.078319006685769e-05,0.0,0.0,0.003753476599808978,0.0022777268385864376,0.0,0.0,0.004384489016236867,0.0022776026743075457,0.0,0.011329188156638014,0.004500859598853869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010649474689589302,0.10841207625937443,0.3824312333629104,0.0,2.866015971606034e-05,0.0,0.0,0.009851597160603373,0.020732094055013316,0.0,0.0,0.010120594498669032,0.011569236912156167,0.017804649511978705,0.002080133096716948,0.032692502218278616,0.0,0.0,0.0,0.0,0.09414741803767435,0.02219680659596833,0.0,0.016058677905944986,0.0012304907384895682,0.006104626026805015,0.0,2.373170279785065e-06,0.0013803374905787733,0.0008636172692694156,0.00022268865419059972,0.00032254316595639555,7.779519486134273e-05,0.0011407842628620834,0.0004814301031437219,0.0002937421283429065,0.0002511797171267989,0.000793146686430733,0.00025764535853251805,0.0001203907602989315,1.9694126366499907e-05,0.00010005778518930272,0.0013307207464688512,0.0002962041605664045,0.0,0.0005185339895833587,0.0031584488172441377
"(131310.8, 218794.8]",chr1,143105,45308792,HUVEC|chr1:45308294-45308792,45308294,1,chr1,45452598,HUVEC|chr1:45451899-45452598,45451899,45451898,45308793,chr1,HUVEC|chr1:45308793-45451898,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.011127289156626505,0.0,0.0,0.0,0.005844076305220884,0.017052751004016063,0.019362791164658635,0.0,0.015101465863453815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022389558232931727,0.0,0.19027181688125894,0.0,6.208869814020029e-05,0.06323522363697195,0.0,0.01768134477825465,0.008248755364806869,0.0,0.0,0.0,0.022727896995708156,0.027258755364806868,0.003866409155937053,0.015323705293276106,0.0,0.0,0.0,0.0,0.13825802907218496,0.03288589779122747,0.0,0.01986824034334764,0.0003596373613952622,0.004318507389678907,0.0,1.948918626183571e-06,0.001253592271715215,0.0025057246489494866,0.00028039111142168336,0.0005318279584920163,0.0,0.0003430879424199015,0.0006772341986653156,0.0004993615177666748,0.0002447887914468398,0.00018198064358338286,0.000356336046958527,7.958519967855768e-05,0.0,2.503860801509381e-05,0.0011834061276131918,0.0,0.0,0.0,0.002007269138045493
