bin,enhancer_chrom,enhancer_distance_to_promoter,enhancer_end,enhancer_name,enhancer_start,label,promoter_chrom,promoter_end,promoter_name,promoter_start,window_end,window_start,window_chrom,window_name,interactions_in_window,active_promoters_in_window,CTCF (enhancer),DNase-seq (enhancer),EZH2 (enhancer),FAIRE-seq (enhancer),GRHL3 (enhancer),H2AZ (enhancer),H3K27ac (enhancer),H3K27me3 (enhancer),H3K36me3 (enhancer),H3K4me1 (enhancer),H3K4me2 (enhancer),H3K4me3 (enhancer),H3K79me2 (enhancer),H3K9ac (enhancer),H3K9me1 (enhancer),H3K9me3 (enhancer),H4K20me1 (enhancer),POLR2A (enhancer),WDR5 (enhancer),CAGE (enhancer),CTCF (promoter),DNase-seq (promoter),EZH2 (promoter),FAIRE-seq (promoter),GRHL3 (promoter),H2AZ (promoter),H3K27ac (promoter),H3K27me3 (promoter),H3K36me3 (promoter),H3K4me1 (promoter),H3K4me2 (promoter),H3K4me3 (promoter),H3K79me2 (promoter),H3K9ac (promoter),H3K9me1 (promoter),H3K9me3 (promoter),H4K20me1 (promoter),POLR2A (promoter),WDR5 (promoter),CAGE (promoter),CTCF (window),DNase-seq (window),EZH2 (window),FAIRE-seq (window),GRHL3 (window),H2AZ (window),H3K27ac (window),H3K27me3 (window),H3K36me3 (window),H3K4me1 (window),H3K4me2 (window),H3K4me3 (window),H3K79me2 (window),H3K9ac (window),H3K9me1 (window),H3K9me3 (window),H4K20me1 (window),POLR2A (window),WDR5 (window),CAGE (window)
"(251399, 350398]",chr1,279798,27439200,NHEK|chr1:27438600-27439200,27438600,1,chr1,27719200,NHEK|chr1:27719000-27719200,27719000,27718999,27439201,chr1,NHEK|chr1:27439201-27718999,2,2,0.20905168979812666,0.04766926666666667,0.0,6.6e-05,0.0,0.0,0.04659668333333333,0.0,0.0,0.032718983333333326,0.014550733333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05043415742674051,0.0,0.0,0.22762958226458,0.05670505000000001,0.0,0.0,0.0,0.037941199999999994,0.10435865,0.0,0.0,0.0,0.21794130000000003,0.16455389999999998,0.0,0.2932877,0.0,0.0,0.0,0.0,0.0157223,0.040225,0.00567471100125934,0.00137674097027141,0.0,2.6136712914316757e-06,5.1392647552877434e-05,0.0007624689597495335,0.001029836381961272,5.067223496951372e-05,0.0017502417458309211,0.0013883254705180164,0.001212961636609268,0.0010050958548667255,0.0011355118335370517,0.001217193296592542,0.000500952580075626,4.5336671455835995e-05,0.0005312636973816826,0.00013506168254120187,0.0004313415392533185,0.0024173326113839247
"(251399, 350398]",chr1,269398,27449600,NHEK|chr1:27449400-27449600,27449400,1,chr1,27719200,NHEK|chr1:27719000-27719200,27719000,27718999,27449601,chr1,NHEK|chr1:27449601-27718999,1,2,0.0,0.0395076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051255049999999996,0.0,0.0,0.03120555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22762958226458,0.05670505000000001,0.0,0.0,0.0,0.037941199999999994,0.10435865,0.0,0.0,0.0,0.21794130000000003,0.16455389999999998,0.0,0.2932877,0.0,0.0,0.0,0.0,0.0157223,0.040225,0.005893780906800944,0.0013564642647681123,0.0,2.4038782767503843e-06,5.337663976718461e-05,0.0007919037632053689,0.0009003438035917119,5.262841594963585e-05,0.0015564294835150976,0.0012756726107840443,0.0011908213869442235,0.001018924973459343,0.0009821349824423343,0.0012426258175636052,0.00039175973837964653,4.7086875180959024e-05,0.0004558508229459759,0.00014027568375289795,0.00041013207224997955,0.002411028997988108
"(119798, 169998]",chr1,154798,33391800,NHEK|chr1:33390800-33391800,33390800,1,chr1,33546800,NHEK|chr1:33546600-33546800,33546600,33546599,33391801,chr1,NHEK|chr1:33391801-33546599,3,1,0.0211289748539992,0.0031606100000000003,0.0,1.52e-05,0.0,0.00474404,0.0,0.00774632,0.0,0.00467966,0.004515170000000001,0.0028894700000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09677709999999999,0.0,0.00010200000000000001,0.0,0.09081095,0.0559943,0.0,0.0,0.0,0.2139062,0.1191329,0.0,0.1409571,0.0,0.0,0.0,0.0,0.01295505,0.02824340000000001,0.0034927140956572075,0.002317256553702245,0.0,2.98518068708898e-06,0.0,0.00041925761314745677,0.003040429333712322,8.228284603160248e-05,0.002246842336464296,0.0022298204757167407,0.0019320710861897444,0.001320801948345586,0.001983150105298518,0.0021976323983514,0.0007084422925360794,0.0001108957480070802,0.0007282227160557629,0.001107083421212526,0.00013372847194408196,0.0017681827930593433
"(119798, 169998]",chr1,146798,33399800,NHEK|chr1:33399400-33399800,33399400,1,chr1,33546800,NHEK|chr1:33546600-33546800,33546600,33546599,33399801,chr1,NHEK|chr1:33399801-33546599,2,1,0.0,0.026465950000000002,0.0,3.9750000000000004e-05,0.0,0.0,0.00910375,0.0,0.0,0.0175931,0.006248075,0.0102359,0.0,0.009534599999999999,0.009983125,0.0,0.0,0.0,0.0,0.005849999999999999,0.0,0.09677709999999999,0.0,0.00010200000000000001,0.0,0.09081095,0.0559943,0.0,0.0,0.0,0.2139062,0.1191329,0.0,0.1409571,0.0,0.0,0.0,0.0,0.01295505,0.02824340000000001,0.0032863717382730136,0.0023913970898786093,0.0,3.147863049905312e-06,0.0,0.00044210575075954723,0.0031813163667079934,8.676698592623878e-05,0.002325559340045505,0.00235133823349092,0.002006604790255998,0.0013648901211188167,0.002091225152931239,0.002291415823103857,0.0007198476818485267,0.00011693919535688498,0.0007679084183708223,0.0011674157647710228,0.000141016226379106,0.0018372945135492326
"(119798, 169998]",chr1,146398,33400200,NHEK|chr1:33399800-33400200,33399800,1,chr1,33546800,NHEK|chr1:33546600-33546800,33546600,33546599,33400201,chr1,NHEK|chr1:33400201-33546599,1,1,0.0,0.021157675,0.0,3.9750000000000004e-05,0.0,0.0,0.0,0.0,0.0,0.0175931,0.006248075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.09677709999999999,0.0,0.00010200000000000001,0.0,0.09081095,0.0559943,0.0,0.0,0.0,0.2139062,0.1191329,0.0,0.1409571,0.0,0.0,0.0,0.0,0.01295505,0.02824340000000001,0.0032953510186956234,0.002340122406043799,0.0,3.0478558450252046e-06,0.0,0.00044331370647139996,0.0031900086066749544,8.70040574324786e-05,0.0023319134141176795,0.002357762742660419,0.001995015915517972,0.0013686193800461757,0.0020969389609147666,0.002297676607603929,0.0007218145056626457,0.00011725870572002351,0.0007700065574666319,0.0011706054689056996,0.0001414015218787142,0.001834390906979605
"(251399, 350398]",chr1,321398,42802400,NHEK|chr1:42802200-42802400,42802200,1,chr1,43124200,NHEK|chr1:43123800-43124200,43123800,43123799,42802401,chr1,NHEK|chr1:42802401-43123799,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02270565,0.0,0.0,0.020267,0.0711758,0.0,0.0,0.22745705000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.06918249692224425,0.02546795,0.0,4.025e-05,0.0,0.034674125,0.06304045,0.0,0.0,0.021254049999999997,0.043685125,0.0611484,0.024542175,0.106399975,0.0,0.0,0.0,0.0,0.0,0.03247875,0.0011295121578933517,0.00030892335982177856,0.00031997413437799554,7.756737751946185e-07,7.618155682362678e-06,0.00023440699693215268,0.00026415976452871516,0.0005182651727764328,6.77100666463388e-05,0.00037209687054679875,0.00035805306815848265,0.00033267232527893774,4.887768436642418e-05,0.0003351159310263287,3.7056733395976326e-05,9.067489530115309e-05,0.0,0.0,6.45913477993018e-05,0.00041825244712163755
"(169998, 251399]",chr1,175198,45277000,NHEK|chr1:45276600-45277000,45276600,1,chr1,45452400,NHEK|chr1:45452200-45452400,45452200,45452199,45277001,chr1,NHEK|chr1:45277001-45452199,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006849725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107375,0.0,0.054988,0.0,0.00011350000000000001,0.0,0.1565524,0.0408574,0.0,0.0,0.0,0.1069636,0.16891414999999999,0.0,0.18466265,0.0,0.0,0.0,0.0,0.01422245,0.08274340000000001,0.001787065569359659,0.0004914921973995137,0.0,1.0582312583476981e-06,6.335625977465496e-05,0.00025537397687188214,0.0006323394673455177,9.832292606079978e-05,0.0012157815157707278,0.0008301569081838833,0.0006272753113620019,0.0006265830660167354,8.868006484092284e-05,0.000801555383052318,5.867304421283347e-05,6.798188335483282e-05,3.451272274797658e-05,0.0008610566531383292,0.00015365141154579393,0.0009863751869313578
"(169998, 251399]",chr1,174798,45277400,NHEK|chr1:45277000-45277400,45277000,1,chr1,45452400,NHEK|chr1:45452200-45452400,45452200,45452199,45277401,chr1,NHEK|chr1:45277401-45452199,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016587499999999998,0.0,0.054988,0.0,0.00011350000000000001,0.0,0.1565524,0.0408574,0.0,0.0,0.0,0.1069636,0.16891414999999999,0.0,0.18466265,0.0,0.0,0.0,0.0,0.01422245,0.08274340000000001,0.0017911550110451696,0.0004926169063719265,0.0,1.0606528678817836e-06,6.350124143296834e-05,0.00025595836336800195,0.000633786484971224,9.854792388928935e-05,0.0012185636563347404,0.0008320566024782891,0.0006287107403974873,0.0006280169109486378,8.888299637295622e-05,0.0008033896268836028,5.880730900811222e-05,6.813745008524125e-05,3.459170013386881e-05,0.0008630270570402922,0.00015400302062952667,0.0009506742640075973
"(169998, 251399]",chr1,174198,45278000,NHEK|chr1:45277600-45278000,45277600,1,chr1,45452400,NHEK|chr1:45452200-45452400,45452200,45452199,45278001,chr1,NHEK|chr1:45278001-45452199,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.054988,0.0,0.00011350000000000001,0.0,0.1565524,0.0408574,0.0,0.0,0.0,0.1069636,0.16891414999999999,0.0,0.18466265,0.0,0.0,0.0,0.0,0.01422245,0.08274340000000001,0.0017973243873102651,0.0004943136545769757,0.0,1.0643061343987877e-06,6.371996234170312e-05,0.00025683997520063376,0.000635969471520913,9.888735806381244e-05,0.001222760823890056,0.0008349225019805048,0.0006308762442737574,0.00063018002502899,8.918914109232024e-05,0.0008061567871043296,5.900986234055499e-05,6.837213974902122e-05,3.471084627837289e-05,0.000865999629826571,0.00015453346192263978,0.0009472896359315262
"(169998, 251399]",chr1,173598,45278600,NHEK|chr1:45278000-45278600,45278000,1,chr1,45452400,NHEK|chr1:45452200-45452400,45452200,45452199,45278601,chr1,NHEK|chr1:45278601-45452199,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012395899999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038666666666666663,0.0,0.054988,0.0,0.00011350000000000001,0.0,0.1565524,0.0408574,0.0,0.0,0.0,0.1069636,0.16891414999999999,0.0,0.18466265,0.0,0.0,0.0,0.0,0.01422245,0.08274340000000001,0.001803536409524727,0.0004960221315913778,0.0,1.0679846542010854e-06,6.394019516353875e-05,0.0002577276811944838,0.0006381675480132261,9.92291385845459e-05,0.0012269870044585764,0.0008378082120761758,0.0006330567172432863,0.0006323580916830839,8.949740204380236e-05,0.0008089430753810529,5.921381582737128e-05,6.860845171027315e-05,3.483081602322608e-05,0.0008689927505877315,0.0001550675699028791,0.0009371995069067617
